LSTM,CNN_LSTM,REAL_VALUE
777.0972,774.3421,778.0
776.8478,774.22394,777.05
776.43494,773.3334,775.9
775.62335,771.9314,776.8
775.3654,772.3264,775.1
774.7869,770.9726,775.15
774.01245,770.49915,775.95
774.04803,771.1909,776.8
774.4535,772.26074,776.65
774.5487,772.469,777.35
774.9081,773.112,776.45
775.0182,772.4617,778.45
775.4725,774.07715,778.85
776.2354,775.0299,779.45
776.79944,775.78955,779.2
777.1204,775.76025,779.0
777.29047,775.52386,778.1
777.03546,774.65027,778.5
776.86017,774.7163,778.3
776.818,774.63153,781.0
777.592,776.9409,775.95
776.7369,773.28217,774.0
774.64874,769.8376,775.15
774.13837,769.94556,775.8
774.13104,770.90497,775.65
773.6561,771.1718,775.2
773.49884,770.7317,773.9
773.11053,769.2818,773.95
772.5114,768.8591,774.3
772.3943,769.1572,772.55
771.7245,767.7239,772.95
771.0693,767.5471,775.2
771.7756,769.60626,774.95
772.30774,770.14874,775.0
772.3057,770.2551,775.25
772.7036,770.4383,775.3
773.0172,770.5807,775.45
773.0108,770.778,776.6
773.51385,771.92053,778.5
774.6646,774.1024,778.05
775.28064,774.3548,776.85
775.1164,773.16754,777.6
775.3406,773.4078,777.85
775.68256,773.84235,778.35
775.84314,774.45447,786.6
778.7415,781.21216,791.4
783.0309,786.4405,787.15
784.6449,785.27924,787.75
785.3691,784.7146,784.9
785.8639,782.70416,786.05
785.42975,782.8533,785.25
784.95807,782.5639,786.15
785.0755,783.054,786.85
785.3831,783.74023,787.0
785.71155,784.05396,788.05
786.4286,784.81775,788.0
787.06384,785.0391,785.95
786.7507,783.68915,787.9
786.9445,784.4753,788.3
787.59204,785.1399,788.1
787.6733,785.20807,789.95
788.29,786.3986,787.85
788.54614,785.44366,787.4
788.0077,784.6999,787.75
787.9201,784.7217,788.3
788.1435,785.1659,787.7
787.92255,784.95154,785.8
787.20953,783.53455,785.75
786.67126,782.9652,789.7
787.4935,785.53955,789.7
788.4216,786.50714,785.25
787.46497,783.7313,781.45
785.2967,779.687,782.45
784.15326,779.1444,781.65
783.0806,778.68884,781.55
781.9061,778.5341,783.6
782.18524,780.10315,782.3
782.3042,779.6429,782.0
781.78125,779.11865,780.75
781.35736,777.9426,778.65
780.25006,775.7843,778.8
779.112,775.2193,779.15
778.74396,775.4899,778.85
778.3453,775.3665,779.1
778.0167,775.53564,778.9
777.98846,775.408,778.95
777.9266,775.3946,779.85
778.1266,776.1817,779.75
778.385,776.3668,780.15
778.5634,776.71875,780.4
778.82135,777.027,781.5
779.3734,778.02747,782.0
779.9633,778.75635,781.35
780.1124,778.429,779.7
779.59467,776.8771,780.55
779.4157,777.05023,783.15
780.30597,779.3314,779.2
779.71564,776.95496,778.95
778.5812,775.6426,778.05
778.16077,774.518,775.0
776.4714,771.394,774.85
774.75946,770.22943,774.2
774.0207,769.426,772.8
772.7719,767.949,772.75
771.6805,767.47205,774.05
771.8803,768.51495,773.1
771.7114,768.08154,773.65
771.41174,768.3381,774.0
771.7614,768.7515,773.95
771.88416,768.84814,775.65
772.32495,770.46155,776.55
773.2762,771.8679,776.8
773.89044,772.4984,776.95
774.24384,772.74695,777.3
774.7299,773.12836,778.75
775.5039,774.6052,776.7
775.3526,773.1967,776.85
774.9792,772.71484,778.35
775.564,774.0517,775.6
775.0245,771.99817,775.1
773.90564,770.68536,772.8
772.86554,768.2134,773.15
771.9549,767.773,773.5
771.522,768.1434,774.0
771.56433,768.73096,774.7
771.8896,769.5748,776.3
772.75323,771.34143,774.4
772.83167,770.0794,773.75
772.23975,768.888,772.0
771.3914,767.0322,773.3
771.0452,767.59296,773.45
771.0052,768.1025,771.55
770.1863,766.5797,774.3
770.52313,768.3736,773.4
771.0393,768.3211,774.4
771.1663,769.1048,775.6
771.99677,770.515,786.3
776.21094,780.0021,781.95
778.6439,779.8312,782.8
779.07806,779.7522,780.4
779.73236,777.7375,782.3
780.22253,778.6393,782.5
780.3118,779.3436,781.75
780.29443,778.9263,781.4
780.19147,778.43567,782.0
780.27234,778.76056,782.4
780.61005,779.23834,781.6
780.61066,778.76904,779.1
779.6848,776.4762,778.0
778.54407,774.67596,775.95
777.1272,772.29816,774.2
775.2382,769.89453,775.05
774.2783,770.0436,771.5
772.67883,767.05023,770.15
770.5022,764.8476,768.85
768.98566,763.12976,767.55
767.4624,761.51355,765.9
765.539,759.67035,765.8
764.35394,759.05786,768.0
764.6204,760.9217,766.6
764.3235,760.35516,766.8
763.8222,760.1817,765.3
763.3514,758.8175,766.3
763.0964,759.25214,766.6
763.0984,759.80524,766.75
763.1179,760.0772,766.25
762.9174,759.68933,768.85
763.74274,761.80457,769.25
764.7701,762.95557,767.7
764.50977,761.80066,770.1
765.15875,763.43115,774.0
767.5613,767.403,778.45
770.6099,772.92944,778.65
772.8685,774.7646,781.2
775.20746,777.18427,780.95
777.0555,777.6736,780.95
777.7941,777.7371,780.9
778.26276,777.68585,779.8
778.2704,776.76184,780.05
778.0415,776.6638,779.7
777.95294,776.40234,777.1
777.0119,774.01843,776.5
775.88837,772.57196,778.0
775.96497,773.64185,779.05
776.50476,775.0599,778.0
776.4033,774.56866,779.1
776.7651,775.2481,779.75
777.5683,776.0739,780.05
777.95844,776.5886,781.2
778.58545,777.668,784.35
780.2734,780.4655,784.0
781.4578,781.0857,784.1
781.9568,781.19385,785.6
783.044,782.2361,787.45
784.4512,783.91724,781.0
783.23395,779.8423,779.15
780.97943,776.49115,779.0
780.0171,775.42865,778.1
778.7156,774.551,777.8
777.3911,774.14166,776.0
776.46606,772.3357,776.05
775.6893,771.70557,775.9
775.1377,771.4886,776.25
774.99243,771.7781,775.9
774.80505,771.57745,776.15
774.6576,771.7065,775.55
774.4464,771.19385,774.9
773.9323,770.3797,775.55
773.75,770.7428,776.8
774.19995,772.112,774.75
773.77277,770.6397,776.25
773.687,771.414,776.75
774.33496,772.25964,777.15
774.6507,772.9093,778.45
775.24805,774.3035,780.35
776.63104,776.3807,782.65
778.31854,778.86646,781.65
779.1889,778.79596,781.8
779.66943,778.70233,784.3
780.9528,780.6,784.35
781.9514,781.32446,786.15
782.8803,782.75256,785.8
783.839,782.9447,781.0
782.7779,779.39923,779.35
780.836,776.57776,778.05
779.4906,774.6919,777.55
778.08234,773.79456,777.7
777.0651,773.8106,776.7
776.4372,772.9183,777.35
776.14246,773.18555,775.55
775.473,771.63983,776.1
775.0283,771.5699,774.75
774.48816,770.38165,773.2
773.2398,768.52014,774.45
772.7885,769.09686,774.25
772.74963,769.2419,773.3
772.0353,768.40125,775.25
772.2695,769.8667,777.25
773.59674,772.3534,774.95
773.4881,770.96454,774.45
772.8185,769.7689,772.8
772.27454,767.9474,771.1
770.8281,765.9503,770.8
769.5,765.1639,770.95
769.0341,765.15454,775.95
770.44214,769.61084,774.55
771.39056,769.947,772.9
770.9231,768.2174,774.0
771.2625,768.473,775.7
772.3286,770.3839,774.35
772.17993,769.79034,773.55
771.5847,768.70276,773.0
771.3412,767.8505,773.95
771.28186,768.48083,773.85
771.2107,768.70844,773.6
771.1462,768.5229,774.15
771.34094,768.9155,775.2
771.91205,770.063,776.75
772.88635,771.9248,778.3
774.174,773.9624,776.1
774.3511,772.4614,776.65
774.2869,772.27783,776.0
774.3602,771.72144,776.7
774.3304,772.2225,775.8
774.0372,771.6265,776.1
773.9347,771.6387,776.2
774.0246,771.7796,777.4
774.4446,772.96625,777.3
774.85693,773.2857,777.25
775.046,773.2653,774.0
774.0569,770.1266,775.55
773.58484,770.4669,777.55
774.41675,772.7408,776.1
774.3579,772.15735,772.2
772.5529,768.1562,773.25
771.8416,767.6911,771.05
770.94916,765.9252,771.0
769.51355,765.3392,771.0
769.0349,765.2931,770.85
768.84216,765.15234,771.25
768.5727,765.466,771.1
768.5685,765.44543,772.1
768.9732,766.243,772.8
769.48737,767.14703,773.0
769.87286,767.5767,773.35
770.2561,767.9637,772.6
770.24506,767.4153,771.1
769.49475,765.8926,772.05
769.25903,766.1996,771.35
769.0865,765.8422,771.3
768.6336,765.67065,771.9
768.7261,766.13293,770.3
768.3821,764.9606,772.15
768.4739,766.05273,773.75
769.58167,767.9406,779.0
772.10126,773.47345,774.5
772.61847,771.0263,774.1
771.9159,769.33984,774.5
772.28015,769.2672,772.85
771.68036,767.95355,771.45
770.08923,766.35114,772.7
769.9512,766.91705,773.8
770.52484,768.19165,773.95
770.6443,768.7661,773.3
770.7076,768.28394,773.15
770.8521,767.90857,772.4
770.5134,767.18,774.05
770.7441,768.38965,773.65
771.0806,768.5338,775.1
771.5101,769.84155,774.0
771.66846,769.24,773.0
771.22296,768.061,772.65
770.75116,767.3733,772.5
770.4375,767.0944,773.6
770.5314,768.0212,772.65
770.3959,767.5462,773.05
770.30334,767.64307,772.6
770.2922,767.3106,772.85
770.24994,767.4099,773.6
770.51886,768.13824,775.8
771.58167,770.42535,778.15
773.2507,773.4423,777.85
774.3409,774.02386,777.3
774.7282,773.4904,781.2
776.3703,776.7285,779.4
777.26154,776.3485,779.15
776.9828,775.8005,780.9
777.80414,777.0857,781.9
778.93225,778.41235,781.9
779.3032,778.8198,782.1
779.80664,779.0055,782.65
780.5558,779.4721,783.25
781.0748,780.1033,782.15
781.1114,779.45447,782.0
781.0453,779.04565,781.65
780.92065,778.668,781.9
780.8083,778.7689,781.3
780.6082,778.3687,781.15
780.37585,778.08563,780.65
780.1012,777.599,782.4
780.4479,778.8537,781.7
780.69434,778.78406,782.05
780.7304,778.94385,782.85
781.2142,779.614,781.4
781.14716,778.72723,785.0
781.8957,781.1014,786.15
783.3897,782.7736,785.5
783.9863,782.78326,784.15
783.8343,781.67,785.1
784.17664,781.9445,785.35
784.48706,782.3386,787.5
785.1119,783.9557,787.5
785.95197,784.51263,786.15
786.0142,783.68713,785.45
785.6681,782.8201,785.05
785.4366,782.2948,784.9
785.0791,782.072,785.05
784.80304,782.147,785.05
784.7596,782.1892,784.9
784.6746,782.0855,783.75
784.2323,781.20404,783.25
783.71295,780.511,783.6
783.4976,780.58575,783.85
783.42896,780.84985,783.3
783.18317,780.5429,783.45
783.0553,780.5144,785.95
783.8421,782.3323,787.75
785.1348,784.2085,790.75
786.8942,786.73816,792.8
789.0316,788.8273,794.5
791.08966,790.94507,797.8
793.42413,795.6631,796.5
795.10785,796.144,797.2
796.06573,796.898,796.2
796.67725,795.81836,795.0
796.5673,793.7982,794.95
796.21277,793.0938,794.4
795.96106,792.33105,796.0
796.0896,794.016,796.0
796.4073,794.82196,794.15
796.16345,792.64746,793.05
795.526,790.5889,791.2
794.58844,788.66644,792.1
793.88684,788.7556,792.2
793.5715,789.0026,789.6
792.56854,787.3473,789.45
791.5397,786.58496,786.7
790.2955,784.6135,787.8
789.2855,784.6484,787.5
788.78436,784.6437,788.05
788.5351,784.99255,787.2
788.1747,784.55035,786.0
787.5337,783.5309,787.3
787.42004,784.0562,786.85
787.38617,784.0317,790.3
788.1447,786.2888,790.15
789.13293,786.98956,790.2
789.60046,787.1307,791.3
790.30255,787.80975,791.35
791.01306,788.1362,790.65
791.05286,787.7554,788.3
790.32983,786.0373,788.3
789.67896,785.424,788.6
789.3482,785.5395,789.6
789.3373,786.2803,788.2
789.09,785.64386,788.5
788.8893,785.5251,787.7
788.6977,784.99304,784.8
787.4926,782.8354,785.55
786.5794,782.56476,785.35
786.27106,782.4949,787.75
786.5103,784.13904,788.4
787.16956,785.19385,788.7
787.80945,785.64124,790.85
788.8767,787.1051,790.95
789.9113,787.69415,790.3
790.2462,787.3964,789.2
790.0943,786.5078,790.0
790.1621,786.73413,789.4
790.0448,786.51385,785.0
788.4132,783.4805,789.5
788.30493,785.3434,786.55
788.25604,784.31146,787.9
787.6334,784.70483,790.5
788.59546,786.6307,788.1
789.0005,785.74365,790.25
789.0804,786.67145,790.05
789.8238,786.928,788.7
789.75775,786.1099,788.6
789.23083,785.71204,790.0
789.62067,786.54456,789.65
789.83777,786.6576,790.15
789.8111,786.977,792.9
790.91113,788.878,793.0
792.01,789.73334,795.15
793.03625,791.91595,796.65
794.6043,794.7066,795.4
795.50256,794.23846,795.2
795.6759,793.51013,795.8
796.1518,794.0605,796.35
796.61884,795.16504,796.9
796.93164,796.3876,797.75
797.56226,798.1845,797.5
798.08746,798.4747,797.5
798.31506,798.46204,800.0
799.18225,802.55585,801.0
800.3527,806.22675,802.0
801.3486,809.4867,800.0
801.80273,806.9373,801.9
802.35614,809.0003,799.25
802.3663,805.4201,797.65
801.41394,800.87616,798.2
800.8497,800.2767,796.8
800.2337,798.0762,797.0
799.41547,797.5043,799.4
799.6998,801.32196,799.4
800.2664,803.0254,799.6
800.482,803.8001,798.25
800.538,801.62244,798.4
800.5072,800.9163,798.55
800.4031,801.1205,797.2
799.98,798.98193,797.35
799.5467,798.32947,797.95
799.47754,799.1945,797.25
799.27844,798.44775,797.85
799.1649,799.0374,797.7
799.2643,799.0827,799.45
799.6892,801.97076,798.95
800.0682,802.3638,800.0
800.50525,804.1371,803.25
801.7462,810.6699,803.4
803.0261,813.84766,802.8
803.6732,813.73224,802.0
804.01526,811.9299,801.25
804.02893,809.9145,800.5
803.5822,807.8163,800.45
803.175,806.9668,801.1
803.08746,807.999,800.4
802.876,807.1901,804.55
803.6089,813.9784,803.6
804.5757,815.4768,803.8
805.0054,815.9299,804.5
805.63635,817.01855,803.5
806.0609,816.09576,803.7
806.0126,815.85425,802.95
805.9266,814.6755,801.95
805.5567,812.41406,801.15
804.84534,810.03467,800.55
804.1874,808.0094,799.2
803.3313,804.79565,798.15
802.22327,801.7124,799.2
801.68866,802.4369,798.3
801.25916,801.41327,799.8
801.08545,803.4424,795.65
800.26776,797.39233,800.1
800.23676,801.8222,806.55
802.31635,815.45776,808.05
804.6753,822.4628,808.4
806.5089,824.80927,809.95
808.5236,826.4073,809.1
810.0882,826.48474,808.7
810.6839,826.17755,808.0
811.01605,825.53015,808.7
811.3211,825.7998,806.75
811.0401,824.3795,808.3
810.94855,824.9826,807.45
811.06903,824.69214,805.95
810.575,822.85114,805.1
809.88354,820.6522,804.9
809.403,819.5134,804.2
808.71063,818.111,803.55
807.9206,816.5645,805.6
807.8526,818.96136,804.0
807.68396,817.83826,804.45
807.3107,817.7319,803.1
807.00635,815.68475,802.0
806.3077,812.84283,797.0
804.2914,802.49225,797.85
802.52277,799.83264,796.4
801.19977,797.3061,799.0
800.4572,800.50867,801.2
800.94543,805.81006,798.55
801.0139,803.3736,796.15
799.96326,797.69244,800.5
800.37024,802.6159,800.45
801.1947,805.52795,797.85
800.58246,801.7582,797.6
800.0608,799.46747,797.8
800.0719,799.2363,798.35
799.7955,800.23145,797.2
799.39764,798.7683,797.6
799.3171,798.7062,798.65
799.5125,800.4872,802.95
800.73096,808.6667,802.15
801.99744,811.09607,802.3
802.69836,811.7157,801.75
803.2595,810.7196,802.85
803.86,812.38165,802.7
804.2072,812.98175,803.15
804.5075,813.902,801.5
804.4761,811.4349,800.7
803.97565,808.68726,801.85
803.8594,809.82,801.9
803.9647,810.6586,798.95
803.18555,805.4628,793.95
801.00635,794.971,792.8
798.74805,790.60986,791.45
796.70935,788.80023,791.05
794.80927,788.15894,790.55
793.48364,787.70135,790.2
792.5816,787.30927,791.75
792.36456,788.1898,790.35
792.0977,787.6253,792.55
792.30054,788.79083,794.1
793.24994,790.57166,793.7
793.8121,790.8983,794.35
794.20044,791.49207,796.0
795.1633,793.65796,796.2
795.9484,794.8962,795.65
796.1736,794.5349,798.0
797.0126,797.56464,797.9
797.89716,798.9913,798.45
798.37244,800.2747,800.9
799.507,804.8252,799.15
800.2794,803.8389,797.35
799.86237,799.97217,788.95
797.2542,788.4309,787.05
793.8277,784.95325,788.9
792.0975,785.3963,782.65
789.01965,781.5071,778.0
784.33136,776.18506,779.1
782.18604,775.32715,780.0
781.3801,776.2085,776.75
779.13605,773.7866,776.1
777.50366,772.1743,775.25
776.75195,770.899,774.65
775.4195,770.0007,776.15
774.9796,771.24384,778.0
775.8353,773.46716,778.05
776.25,774.1926,776.75
775.8752,773.06525,775.35
775.26544,771.2444,777.75
775.51733,772.97864,778.1
775.94836,774.0591,779.65
776.54987,775.71484,778.35
776.8267,775.04236,778.35
776.7802,774.6893,776.05
776.02234,772.47424,776.75
775.46094,772.35144,776.25
775.1449,772.039,773.75
773.82666,769.55444,775.05
773.2142,769.91113,777.2
774.0944,772.2494,776.1
774.2213,772.02545,779.45
775.1468,774.9036,750.0
764.90717,748.0265,749.1
753.889,739.39557,733.4
744.4346,727.0844,743.3
739.9221,730.78644,745.65
740.02045,734.79333,745.65
740.50867,735.6711,747.1
741.4403,736.7175,745.55
742.2357,735.7947,745.2
741.78827,735.20636,745.55
741.1838,735.3617,744.55
740.3149,734.6974,742.25
738.27234,732.8044,735.55
733.75635,727.8143,735.5
730.7609,726.2862,736.1
730.28925,726.487,735.05
729.4209,725.97144,737.45
729.8421,727.4153,736.35
730.6927,727.1222,741.8
733.0836,730.51404,741.4
735.0154,731.32837,740.55
734.9357,730.8618,741.0
734.9937,730.9359,740.35
734.96906,730.549,732.5
730.7366,725.3307,729.15
725.80133,721.25397,737.0
727.6266,725.66095,743.3
732.6887,731.2745,741.9
734.3859,732.0466,748.1
737.814,736.4303,746.25
740.887,736.39105,751.3
742.89545,740.0989,757.35
747.11597,746.17194,759.5
750.98596,750.01117,757.7
751.5896,749.3384,759.55
752.5135,750.4092,759.0
753.5498,750.42804,761.0
754.06366,752.21674,763.9
755.82404,755.4496,762.75
756.96606,755.4696,763.35
757.3104,755.76746,762.55
757.6543,755.12085,759.6
756.59326,752.18945,760.55
755.8132,752.126,758.5
755.0882,750.4081,759.45
754.5474,750.6845,756.1
753.1844,747.90906,753.45
750.9173,744.7977,753.0
749.45605,743.5999,753.45
748.96497,743.7288,735.45
740.572,730.0543,755.0
741.8672,740.2008,751.05
746.1061,741.4387,752.1
745.083,742.21985,751.4
745.2465,741.8096,751.25
746.8686,741.4987,748.55
745.11487,739.3853,747.0
742.6685,737.51984,745.7
741.6575,736.0272,746.2
740.8535,736.0458,746.15
740.1904,736.1099,744.95
739.68085,735.2286,746.45
740.0288,736.0507,746.2
740.3998,736.1649,747.55
740.95526,737.18555,749.35
742.3167,738.8735,748.85
742.97015,738.9973,747.15
742.1837,737.64966,748.0
742.05316,737.8197,750.35
743.28485,739.7697,751.65
744.45905,741.4344,755.0
746.4518,744.55316,754.8
748.1421,745.2943,754.5
748.55066,745.1524,754.55
748.7894,745.0754,744.7
744.7465,737.15674,753.9
744.83203,741.92194,749.75
745.6276,740.61865,749.5
743.82886,739.8381,750.4
743.892,740.3092,751.5
745.38855,741.36316,752.65
746.048,742.63324,751.25
745.8776,741.8714,746.6
743.9464,737.903,748.05
742.8201,737.8003,748.25
742.82104,738.126,749.65
743.0694,739.34033,749.8
743.448,739.8594,753.95
745.5912,743.1921,755.0
747.82684,745.10254,756.8
749.41437,747.1199,753.4
749.1937,744.76514,750.25
747.1242,741.4442,752.6
746.7375,742.313,751.3
746.46814,741.77844,753.75
746.57874,743.5461,752.9
747.0445,743.44684,753.95
747.63666,744.1642,756.7
749.25464,746.6667,755.85
750.188,746.7543,759.3
751.6637,749.64343,763.75
754.9634,754.6379,761.9
756.3565,754.59045,763.3
756.8804,755.43134,763.15
757.9528,755.60583,762.7
758.0434,755.2255,766.85
759.3132,758.8302,766.2
760.71375,759.52576,767.45
761.4679,760.6098,767.3
762.21545,760.76605,766.0
762.26855,759.6192,771.9
764.1804,764.38544,769.65
765.44617,764.1935,769.55
765.23737,763.6813,768.6
765.25977,762.6443,766.45
764.4751,760.4057,768.0
763.9653,761.1454,768.0
764.1865,761.5552,767.5
763.9926,761.198,767.55
763.7887,761.09467,767.3
763.8733,760.8585,764.0
762.5326,757.85144,764.1
761.2664,756.8997,762.9
760.5136,755.71484,759.4
758.25415,752.1266,754.8
754.5661,746.8429,741.0
746.5151,734.31067,743.2
741.47485,732.8,741.8
739.68823,731.99805,740.5
737.1143,730.9312,739.65
735.2718,730.15643,740.0
735.3974,730.1137,737.5
734.2794,728.51776,737.7
732.9163,728.16296,738.4
733.0956,728.57556,738.45
733.1391,728.7611,739.7
733.2221,729.62646,740.4
733.9581,730.31824,740.5
734.3945,730.5622,737.9
733.181,728.91595,738.15
732.3278,728.53406,739.3
732.8204,729.24524,739.55
733.11084,729.6632,739.2
732.91547,729.54926,738.9
732.90894,729.27637,741.45
734.1013,730.8595,739.05
733.9266,729.79736,738.7
732.94116,729.168,739.6
733.2814,729.58734,742.5
734.89166,731.68396,740.35
734.8018,730.90106,724.5
726.68494,719.81323,715.95
716.45605,709.4079,712.0
710.6028,704.36383,711.55
707.7452,703.47894,709.55
705.4144,702.2471,706.3
703.29395,699.31757,702.8
701.0252,695.6182,702.2
699.5507,694.2843,705.85
701.11707,697.295,706.05
702.73517,698.26886,705.1
702.0681,697.59406,706.0
701.8468,698.0568,707.5
703.027,699.484,707.75
703.45966,700.0664,705.05
701.65857,697.887,705.8
700.78357,697.8689,702.4
699.39856,695.1517,702.1
697.5967,694.2295,698.2
695.15936,691.16785,699.55
694.4633,691.5572,702.55
696.8385,694.0229,701.75
698.14764,694.01337,706.8
700.55206,698.1193,707.1
703.19684,699.3185,706.2
703.045,698.7072,690.65
693.2877,686.6826,681.85
679.6199,676.57135,690.3
679.79614,682.47076,683.7
681.6875,678.2736,683.5
678.6573,677.6655,683.9
678.8823,677.7862,681.9
680.47235,676.23254,684.35
681.1542,678.16327,682.85
680.7002,677.13153,682.25
679.5763,676.54865,682.6
679.0608,676.72125,684.4
680.07715,678.2844,687.0
682.44244,680.80145,689.0
684.92206,682.9274,687.3
684.8645,681.69745,688.05
684.20764,682.00916,690.3
685.7057,684.1561,692.85
688.27966,686.20996,691.0
688.1467,685.3299,691.15
687.06696,685.1364,691.9
687.6241,685.64886,692.85
688.70276,686.3785,694.55
689.86176,687.7042,692.35
689.4122,686.4073,686.1
684.7484,681.05634,668.0
669.4378,665.3605,648.0
650.62787,645.1527,651.6
647.2284,645.61053,653.65
648.8452,650.0973,653.65
650.92365,651.1101,650.55
650.38135,648.20746,652.65
650.111,649.5347,648.95
649.8252,646.4593,649.4
648.60693,646.4609,650.35
648.0112,647.73175,650.0
647.8478,647.55133,649.25
647.47656,646.7641,644.6
646.12933,642.2511,647.75
645.5559,644.29834,646.0
645.6771,643.48566,645.25
645.3147,642.73694,645.5
644.8372,642.85876,646.3
644.89923,643.5283,648.05
645.39215,645.35706,647.25
645.45935,644.74084,646.75
645.0269,644.03094,646.1
644.5844,643.40466,633.7
641.9242,627.51715,632.9
638.7458,624.5994,630.4
637.23474,623.0552,592.0
621.4131,591.2009,607.95
596.4207,594.5744,611.9
601.3497,604.358,624.4
625.9223,618.0575,620.35
629.95544,617.7616,622.15
627.40564,617.6978,623.95
625.95465,619.1422,629.05
629.1162,622.5066,635.1
630.92236,629.3053,639.7
632.602,636.667,634.85
632.70264,629.46545,640.0
632.8643,635.0772,643.15
634.4187,640.35895,649.4
636.9314,646.8383,654.6
639.6609,652.00836,653.7
641.2332,651.30817,648.95
640.7763,646.3876,633.95
637.1302,627.2781,640.6
635.1426,633.15686,644.3
637.026,641.22943,642.4
638.7516,640.04236,622.0
634.6543,618.2016,610.9
617.05505,601.85864,607.4
602.7808,597.7932,610.95
605.2365,602.72284,607.6
610.0667,601.8968,606.7
608.8013,600.1892,605.2
605.9644,598.75684,600.9
603.1643,594.94055,601.85
601.3647,594.8633,600.0
600.00903,594.39594,596.65
597.2087,592.9116,595.05
593.829,591.88763,599.35
594.1661,593.40515,596.4
595.3373,592.8483,600.7
596.24365,593.9476,599.6
596.52747,594.1212,597.5
595.05145,593.1614,601.15
594.9395,594.282,598.35
595.17175,593.67163,596.45
593.4547,592.61816,591.7
589.532,590.3974,595.85
588.51306,591.6577,594.15
590.0273,591.6384,583.7
586.14246,585.0868,580.55
579.1227,581.45245,588.1
578.5048,585.9435,570.25
576.72614,573.7662,583.3
575.44745,579.46545,588.5
579.9522,587.30505,576.7
580.4259,578.72906,580.55
576.9247,578.7462,576.0
573.9957,576.20215,572.75
572.00946,572.6378,571.2
570.0752,570.7581,570.6
568.49554,569.8025,568.5
567.2013,567.92065,573.5
568.0171,571.24475,575.05
570.5541,573.6292,576.1
572.4015,574.6635,576.4
572.7701,575.117,579.95
573.80975,578.0191,578.55
574.94495,577.836,580.05
575.46564,578.9219,580.55
575.7348,580.1052,581.15
576.2042,580.82135,580.7
576.46497,580.60767,579.5
575.96387,579.2801,573.8
573.41626,574.2888,562.1
567.045,564.08136,551.7
557.66345,553.6351,568.0
555.05164,561.5673,575.25
563.69946,571.4372,568.7
568.34576,568.8876,565.15
564.36273,564.7229,565.1
560.9959,564.2021,570.1
562.6643,567.65295,567.05
565.77985,566.7804,564.1
564.6267,563.5354,560.45
560.28314,559.7241,563.75
558.2997,561.3962,561.75
559.12366,560.6619,564.3
560.56335,562.0399,559.7
559.8649,559.05225,560.1
558.28937,557.9594,558.05
557.15045,556.8427,556.35
556.1843,555.0334,555.1
554.8765,554.13617,553.4
553.21783,552.69434,553.95
552.13983,552.6515,550.25
550.97217,549.1309,548.85
549.2827,546.30084,550.95
548.4563,547.43445,552.75
549.31775,550.0202,547.7
549.1982,545.81683,540.75
545.8411,540.15436,509.25
534.12897,517.31244,528.95
520.6796,519.79205,531.75
517.8824,527.32007,527.15
521.5393,525.41595,539.95
524.55347,532.3624,531.45
526.46436,532.17084,531.0
527.2854,529.313,535.0
527.6935,531.3085,547.95
531.14056,537.56824,541.25
534.6006,539.5883,546.1
535.5472,539.9642,539.25
534.5196,538.42993,536.5
532.50946,534.9762,537.5
531.07086,534.4561,538.85
531.33374,535.1156,544.5
533.5659,537.994,542.25
535.50543,539.12585,539.75
535.82404,537.3829,535.65
534.48834,534.73425,552.1
536.26044,540.37463,556.5
542.61017,552.6849,550.2
545.74255,547.99664,550.7
544.76276,547.4446,549.95
543.3867,547.341,542.35
541.67065,541.6082,549.5
541.2677,542.5283,562.2
546.0018,555.8437,559.2
551.0085,557.2326,568.25
554.3522,564.29114,572.6
558.3075,570.3132,577.95
563.61444,575.27277,578.0
567.67487,576.6264,577.3
568.79816,576.2427,580.3
569.6058,578.8643,582.1
572.0919,581.7841,585.55
575.77875,584.411,586.1
578.299,585.33203,593.0
581.5731,589.6198,595.75
586.02,591.8517,595.3
588.29675,591.9154,600.55
590.1627,593.7322,599.75
592.0176,594.14185,615.55
599.76184,605.6726,613.8
607.39874,610.65375,595.15
598.0585,592.85156,589.5
584.21564,587.6499,593.5
580.159,589.9134,586.5
582.4094,587.18854,586.9
582.82166,585.9983,585.05
580.7577,585.076,540.0
565.68787,554.3298,542.85
546.8231,539.4052,535.25
531.9102,536.1816,535.0
527.88965,532.39264,534.25
529.03314,532.00446,528.45
528.31244,528.32947,520.25
526.1631,519.6475,527.25
524.0478,521.26715,527.1
523.7894,523.11554,531.3
525.23224,527.0109,530.45
525.9534,528.29236,535.6
526.4929,531.357,532.55
526.9621,531.43365,527.75
526.1382,526.8594,534.4
525.457,530.3053,532.85
525.86115,531.1641,530.15
525.9854,529.0601,530.15
525.3601,527.9142,529.9
524.708,527.47595,533.65
525.32477,530.43494,529.65
526.0572,528.7222,524.15
